Province,District,Sector,Cell,Village
NORTHERN PROVINCE,Gicumbi,Rushaki,Karurama,Gatonde
NORTHERN PROVINCE,Gicumbi,Rushaki,Karurama,Izinga
NORTHERN PROVINCE,Gicumbi,Rushaki,Karurama,Mbuga
NORTHERN PROVINCE,Gicumbi,Rushaki,Karurama,Nyaruhanga
NORTHERN PROVINCE,Gicumbi,Rutare,Bikumba,Kintaganirwa
NORTHERN PROVINCE,Gicumbi,Rutare,Bikumba,Marembo
NORTHERN PROVINCE,Gicumbi,Rutare,Bikumba,Matyazo
NORTHERN PROVINCE,Gicumbi,Rutare,Gasharu,Buyegero
NORTHERN PROVINCE,Gicumbi,Rutare,Gatwaro,Bureranyana
NORTHERN PROVINCE,Gicumbi,Rutare,Gatwaro,Gashinya
NORTHERN PROVINCE,Gicumbi,Rutare,Gatwaro,Kabira
NORTHERN PROVINCE,Gicumbi,Rutare,Gatwaro,Kanaba
NORTHERN PROVINCE,Gicumbi,Rutare,Kigabiro,Rugarama
NORTHERN PROVINCE,Gicumbi,Rutare,Munanira,Gasharu
NORTHERN PROVINCE,Gicumbi,Rutare,Munanira,Kirwa
NORTHERN PROVINCE,Gicumbi,Rutare,Nkoto,Nyagatoma
NORTHERN PROVINCE,Gicumbi,Rutare,Nkoto,Nyansenge
NORTHERN PROVINCE,Gicumbi,Ruvune,Cyandaro,Karambo
NORTHERN PROVINCE,Gicumbi,Ruvune,Cyandaro,Rugarama
NORTHERN PROVINCE,Gicumbi,Ruvune,Gasambya,Mataba
NORTHERN PROVINCE,Gicumbi,Ruvune,Gasambya,Nyamirama
NORTHERN PROVINCE,Gicumbi,Ruvune,Gashirira,Nyarubuye
NORTHERN PROVINCE,Gicumbi,Ruvune,Gashirira,Remera
NORTHERN PROVINCE,Gicumbi,Ruvune,Gashirira,Rugerero
NORTHERN PROVINCE,Gicumbi,Ruvune,Kabare,Murehe
NORTHERN PROVINCE,Gicumbi,Ruvune,Kabare,Nyarusange
NORTHERN PROVINCE,Gicumbi,Ruvune,Kabare,Taba
NORTHERN PROVINCE,Gicumbi,Ruvune,Rebero,Rwamiko
NORTHERN PROVINCE,Gicumbi,Ruvune,Ruhondo,Gatoki
NORTHERN PROVINCE,Gicumbi,Ruvune,Ruhondo,Mugorore
NORTHERN PROVINCE,Gicumbi,Ruvune,Ruhondo,Nyakaju
NORTHERN PROVINCE,Gicumbi,Rwamiko,Cyeru,Kamurenzi
NORTHERN PROVINCE,Gicumbi,Rwamiko,Kigabiro,Kabira
NORTHERN PROVINCE,Gicumbi,Rwamiko,Kigabiro,Karangara
NORTHERN PROVINCE,Gicumbi,Rwamiko,Kigabiro,Mutambiko
NORTHERN PROVINCE,Gicumbi,Rwamiko,Nyagahinga,Kabusunzu
NORTHERN PROVINCE,Gicumbi,Rwamiko,Nyagahinga,Kigaga
NORTHERN PROVINCE,Gicumbi,Rwamiko,Nyagahinga,Ntaremba
NORTHERN PROVINCE,Gicumbi,Shangasha,Bushara,Bushara
NORTHERN PROVINCE,Gicumbi,Shangasha,Bushara,Gasura
NORTHERN PROVINCE,Gicumbi,Shangasha,Shangasha,Ituze
EASTERN PROVINCE,Rwamagana,Fumbwe,Mununu,Cyingara
EASTERN PROVINCE,Rwamagana,Fumbwe,Mununu,Janjagiro
EASTERN PROVINCE,Rwamagana,Fumbwe,Mununu,Kabuga
EASTERN PROVINCE,Rwamagana,Fumbwe,Nyagasambu,Mataba
EASTERN PROVINCE,Rwamagana,Fumbwe,Nyagasambu,Rambura
EASTERN PROVINCE,Rwamagana,Fumbwe,Nyagasambu,Rebero
EASTERN PROVINCE,Rwamagana,Fumbwe,Nyagasambu,Rugarama
EASTERN PROVINCE,Rwamagana,Fumbwe,Nyagasambu,Rugenge
EASTERN PROVINCE,Rwamagana,Fumbwe,Nyakagunga,Akabeza
EASTERN PROVINCE,Rwamagana,Fumbwe,Nyakagunga,Kibaza
EASTERN PROVINCE,Rwamagana,Fumbwe,Nyakagunga,Kirehe
EASTERN PROVINCE,Rwamagana,Fumbwe,Nyamirama,Agatare
EASTERN PROVINCE,Rwamagana,Fumbwe,Nyamirama,Akagarama
EASTERN PROVINCE,Rwamagana,Fumbwe,Nyamirama,Bigarama
EASTERN PROVINCE,Rwamagana,Fumbwe,Nyamirama,Cyarutabana
EASTERN PROVINCE,Rwamagana,Fumbwe,Nyamirama,Ntungamo
EASTERN PROVINCE,Rwamagana,Fumbwe,Nyamirama,Shenga
EASTERN PROVINCE,Rwamagana,Fumbwe,Nyarubuye,Gihima
EASTERN PROVINCE,Rwamagana,Fumbwe,Nyarubuye,Gitwe
EASTERN PROVINCE,Rwamagana,Fumbwe,Nyarubuye,Kabirizi
EASTERN PROVINCE,Rwamagana,Fumbwe,Nyarubuye,Murambi
EASTERN PROVINCE,Rwamagana,Fumbwe,Nyarubuye,Rurembo
EASTERN PROVINCE,Rwamagana,Fumbwe,Sasabirago,Birembo
EASTERN PROVINCE,Rwamagana,Fumbwe,Sasabirago,Byimana
EASTERN PROVINCE,Rwamagana,Fumbwe,Sasabirago,Irukwaya
EASTERN PROVINCE,Rwamagana,Fumbwe,Sasabirago,Karambo
EASTERN PROVINCE,Rwamagana,Fumbwe,Sasabirago,Munini
EASTERN PROVINCE,Rwamagana,Gahengeri,Gihumuza,Cyanga
EASTERN PROVINCE,Rwamagana,Gahengeri,Gihumuza,Gatare
EASTERN PROVINCE,Rwamagana,Gahengeri,Gihumuza,Kajevuba
EASTERN PROVINCE,Rwamagana,Gahengeri,Kagezi,Akabuga
EASTERN PROVINCE,Rwamagana,Gahengeri,Kibare,Iramiro
EASTERN PROVINCE,Rwamagana,Gahengeri,Mutamwa,Ryasenteteri
EASTERN PROVINCE,Rwamagana,Gahengeri,Rugarama,Nyarucyamo
EASTERN PROVINCE,Rwamagana,Gahengeri,Runyinya,Cyeru
EASTERN PROVINCE,Rwamagana,Gahengeri,Runyinya,Kabarore
EASTERN PROVINCE,Rwamagana,Gahengeri,Runyinya,Karambo
EASTERN PROVINCE,Rwamagana,Gahengeri,Runyinya,Ruyumba
EASTERN PROVINCE,Rwamagana,Gahengeri,Rweri,Kamurindi
EASTERN PROVINCE,Rwamagana,Gahengeri,Rweri,Mataba
EASTERN PROVINCE,Rwamagana,Gahengeri,Rweri,Nyamugari
EASTERN PROVINCE,Rwamagana,Gishali,Binunga,Busharu
EASTERN PROVINCE,Rwamagana,Gishali,Binunga,Rurindimura
EASTERN PROVINCE,Rwamagana,Gishali,Bwinsanga,Shaburondo
EASTERN PROVINCE,Rwamagana,Gishali,Cyinyana,Nyagacyamo
EASTERN PROVINCE,Rwamagana,Gishali,Cyinyana,Nyakagarama
EASTERN PROVINCE,Rwamagana,Gishali,Cyinyana,Ururembo
EASTERN PROVINCE,Rwamagana,Gishali,Gati,Umunanira
EASTERN PROVINCE,Rwamagana,Gishali,Gati,Uruhuha
EASTERN PROVINCE,Rwamagana,Gishali,Kavumu,Akabuga
EASTERN PROVINCE,Rwamagana,Gishali,Kavumu,Uruyenzi
EASTERN PROVINCE,Rwamagana,Gishali,Ruhimbi,Abakina
EASTERN PROVINCE,Rwamagana,Gishali,Ruhimbi,Cyiri
EASTERN PROVINCE,Rwamagana,Gishali,Ruhunda,Nyagahinga
EASTERN PROVINCE,Rwamagana,Gishali,Ruhunda,Nyagakombe
EASTERN PROVINCE,Rwamagana,Karenge,Bicaca,Bicaca
EASTERN PROVINCE,Rwamagana,Karenge,Bicaca,Kabeza
EASTERN PROVINCE,Rwamagana,Karenge,Byimana,Rukori
EASTERN PROVINCE,Rwamagana,Karenge,Kangamba,Kangamba
EASTERN PROVINCE,Rwamagana,Karenge,Karenge,Bwiza
EASTERN PROVINCE,Rwamagana,Karenge,Karenge,Karenge
EASTERN PROVINCE,Rwamagana,Karenge,Karenge,Ntebe
EASTERN PROVINCE,Rwamagana,Karenge,Nyabubare,Feri
EASTERN PROVINCE,Rwamagana,Karenge,Nyamatete,Ndengo
EASTERN PROVINCE,Rwamagana,Karenge,Nyamatete,Nyagasenyi
EASTERN PROVINCE,Rwamagana,Kigabiro,Bwiza,Gitega
EASTERN PROVINCE,Rwamagana,Kigabiro,Bwiza,Kagererao
EASTERN PROVINCE,Rwamagana,Kigabiro,Bwiza,Rutaka
EASTERN PROVINCE,Rwamagana,Kigabiro,Bwiza,Rutonde
EASTERN PROVINCE,Rwamagana,Kigabiro,Cyanya,Bigabiro
EASTERN PROVINCE,Rwamagana,Kigabiro,Cyanya,Biraro
EASTERN PROVINCE,Rwamagana,Kigabiro,Cyanya,Cyahafi
EASTERN PROVINCE,Rwamagana,Kigabiro,Cyanya,Kabeza
EASTERN PROVINCE,Rwamagana,Kigabiro,Cyanya,Kabuye
EASTERN PROVINCE,Rwamagana,Kigabiro,Cyanya,Kamata
EASTERN PROVINCE,Rwamagana,Kigabiro,Cyanya,Karuhayi
EASTERN PROVINCE,Rwamagana,Kigabiro,Cyanya,Karutimbo
EASTERN PROVINCE,Rwamagana,Kigabiro,Cyanya,Rurembo
EASTERN PROVINCE,Rwamagana,Kigabiro,Nyagasenyi,Gahonogo
EASTERN PROVINCE,Rwamagana,Kigabiro,Nyagasenyi,Kavura
EASTERN PROVINCE,Rwamagana,Kigabiro,Nyagasenyi,Kayenzi
EASTERN PROVINCE,Rwamagana,Kigabiro,Nyagasenyi,Kigega
EASTERN PROVINCE,Rwamagana,Kigabiro,Nyagasenyi,Kirehe
EASTERN PROVINCE,Rwamagana,Kigabiro,Nyagasenyi,Ramba
EASTERN PROVINCE,Rwamagana,Kigabiro,Nyagasenyi,Rusave
EASTERN PROVINCE,Rwamagana,Kigabiro,Nyagasenyi,Umuganura
EASTERN PROVINCE,Rwamagana,Kigabiro,Sibagire,Bugugu
EASTERN PROVINCE,Rwamagana,Kigabiro,Sibagire,Cyimpima
EASTERN PROVINCE,Rwamagana,Kigabiro,Sibagire,Gasharu
EASTERN PROVINCE,Rwamagana,Kigabiro,Sibagire,Kabuga
EASTERN PROVINCE,Rwamagana,Kigabiro,Sibagire,Kamanga
EASTERN PROVINCE,Rwamagana,Kigabiro,Sovu,Cyaruhogo
EASTERN PROVINCE,Rwamagana,Kigabiro,Sovu,Nyabishunzi
EASTERN PROVINCE,Rwamagana,Kigabiro,Sovu,Rushangara
EASTERN PROVINCE,Rwamagana,Muhazi,Byeza,Kabeza
EASTERN PROVINCE,Rwamagana,Muhazi,Kabare,Umunini
EASTERN PROVINCE,Rwamagana,Muhazi,Karambi,Kinunga
EASTERN PROVINCE,Rwamagana,Muhazi,Karambi,Ragwe
EASTERN PROVINCE,Rwamagana,Muhazi,Karitutu,Agatare
EASTERN PROVINCE,Rwamagana,Muhazi,Karitutu,Kingondo
EASTERN PROVINCE,Rwamagana,Muhazi,Karitutu,Nyarugarama
EASTERN PROVINCE,Rwamagana,Muhazi,Kitazigurwa,Byimana
EASTERN PROVINCE,Rwamagana,Muhazi,Kitazigurwa,Kabirizi
EASTERN PROVINCE,Rwamagana,Muhazi,Kitazigurwa,Karwiru
EASTERN PROVINCE,Rwamagana,Muhazi,Murambi,Yabaranda
EASTERN PROVINCE,Rwamagana,Muhazi,Nsinda,Akabeza
EASTERN PROVINCE,Rwamagana,Muhazi,Nsinda,Kibare
EASTERN PROVINCE,Rwamagana,Muhazi,Nsinda,Rubirizi
EASTERN PROVINCE,Rwamagana,Muhazi,Ntebe,Amagaju
EASTERN PROVINCE,Rwamagana,Muhazi,Ntebe,Urugwiro
EASTERN PROVINCE,Rwamagana,Muhazi,Nyarusange,Akatorero
EASTERN PROVINCE,Rwamagana,Muhazi,Nyarusange,Kanywiriri
EASTERN PROVINCE,Rwamagana,Muhazi,Nyarusange,Kavura
EASTERN PROVINCE,Rwamagana,Muhazi,Nyarusange,Plage
EASTERN PROVINCE,Rwamagana,Muhazi,Nyarusange,Umubuga
EASTERN PROVINCE,Rwamagana,Munyaga,Kaduha,Gishike
EASTERN PROVINCE,Rwamagana,Munyaga,Kaduha,Kababero
EASTERN PROVINCE,Rwamagana,Munyaga,Kaduha,Rwakigara
EASTERN PROVINCE,Rwamagana,Munyaga,Nkungu,Kabuye
EASTERN PROVINCE,Rwamagana,Munyaga,Nkungu,Mataba
EASTERN PROVINCE,Rwamagana,Munyaga,Nkungu,Nyagakombe
EASTERN PROVINCE,Rwamagana,Munyaga,Nkungu,Rudashya
EASTERN PROVINCE,Rwamagana,Munyaga,Rweru,Birayi
EASTERN PROVINCE,Rwamagana,Munyaga,Rweru,Gatare
EASTERN PROVINCE,Rwamagana,Munyaga,Rweru,Kabingo
EASTERN PROVINCE,Rwamagana,Munyaga,Rweru,Kanyegera
EASTERN PROVINCE,Rwamagana,Munyaga,Rweru,Mubuga
EASTERN PROVINCE,Rwamagana,Munyaga,Zinga,Cyinganzwa
EASTERN PROVINCE,Rwamagana,Munyaga,Zinga,Kabazeyi
EASTERN PROVINCE,Rwamagana,Munyaga,Zinga,Karambo
EASTERN PROVINCE,Rwamagana,Munyaga,Zinga,Rwisange
EASTERN PROVINCE,Rwamagana,Munyiginya,Binunga,Irebero
EASTERN PROVINCE,Rwamagana,Munyiginya,Binunga,Isangano
EASTERN PROVINCE,Rwamagana,Munyiginya,Binunga,Kabeza
EASTERN PROVINCE,Rwamagana,Munyiginya,Binunga,Umuhumuro
EASTERN PROVINCE,Rwamagana,Munyiginya,Binunga,Urugwiza
EASTERN PROVINCE,Rwamagana,Munyiginya,Bwana,Kabuye
EASTERN PROVINCE,Rwamagana,Munyiginya,Cyarukamba,Kabenda
EASTERN PROVINCE,Rwamagana,Munyiginya,Cyarukamba,Kagarama
EASTERN PROVINCE,Rwamagana,Munyiginya,Cyarukamba,Ndago
EASTERN PROVINCE,Rwamagana,Munyiginya,Cyarukamba,Rweza
EASTERN PROVINCE,Rwamagana,Munyiginya,Cyimbazi,Akabuye
EASTERN PROVINCE,Rwamagana,Munyiginya,Cyimbazi,Nyagakombe
EASTERN PROVINCE,Rwamagana,Munyiginya,Nkomangwa,Bakannyi
EASTERN PROVINCE,Rwamagana,Munyiginya,Nkomangwa,Karubisha
EASTERN PROVINCE,Rwamagana,Munyiginya,Nkomangwa,Nyagahanga
EASTERN PROVINCE,Rwamagana,Munyiginya,Nkomangwa,Ryamirenge
EASTERN PROVINCE,Rwamagana,Munyiginya,Nyarubuye,Babasha
EASTERN PROVINCE,Rwamagana,Munyiginya,Nyarubuye,Kimara
EASTERN PROVINCE,Rwamagana,Munyiginya,Nyarubuye,Kiyovu
EASTERN PROVINCE,Rwamagana,Munyiginya,Nyarubuye,Nkindi
EASTERN PROVINCE,Rwamagana,Musha,Akabare,Akabare
EASTERN PROVINCE,Rwamagana,Musha,Akabare,Binunga
EASTERN PROVINCE,Rwamagana,Musha,Akabare,Budahigwa
EASTERN PROVINCE,Rwamagana,Musha,Akabare,Duha
EASTERN PROVINCE,Rwamagana,Musha,Akabare,Gashikiri
EASTERN PROVINCE,Rwamagana,Musha,Akabare,Rugabano
EASTERN PROVINCE,Rwamagana,Musha,Budahanda,Karambo
EASTERN PROVINCE,Rwamagana,Musha,Budahanda,Nyantoki
EASTERN PROVINCE,Rwamagana,Musha,Budahanda,Rwabiyange
EASTERN PROVINCE,Rwamagana,Musha,Kagarama,Kagarama
EASTERN PROVINCE,Rwamagana,Musha,Kagarama,Kiruhura
EASTERN PROVINCE,Rwamagana,Musha,Kagarama,Nyagacyamo
EASTERN PROVINCE,Rwamagana,Musha,Kagarama,Nyamigano
EASTERN PROVINCE,Rwamagana,Musha,Musha,Gatika
EASTERN PROVINCE,Rwamagana,Musha,Musha,Kadasumbwa
EASTERN PROVINCE,Rwamagana,Musha,Musha,Karifuru
EASTERN PROVINCE,Rwamagana,Musha,Musha,Nyakiriba
EASTERN PROVINCE,Rwamagana,Musha,Musha,Rugarama
EASTERN PROVINCE,Rwamagana,Musha,Nyabisindu,Agashuhe
EASTERN PROVINCE,Rwamagana,Musha,Nyabisindu,Busanza
EASTERN PROVINCE,Rwamagana,Musha,Nyabisindu,Rujumbura
EASTERN PROVINCE,Rwamagana,Musha,Nyabisindu,Rwamivu
EASTERN PROVINCE,Rwamagana,Musha,Nyakabanda,Bitsibo
EASTERN PROVINCE,Rwamagana,Musha,Nyakabanda,Ruhita
EASTERN PROVINCE,Rwamagana,Musha,Nyakabanda,Rutoma
EASTERN PROVINCE,Rwamagana,Muyumbu,Akinyambo,Akubugingo
EASTERN PROVINCE,Rwamagana,Muyumbu,Akinyambo,Kampigika
EASTERN PROVINCE,Rwamagana,Muyumbu,Akinyambo,Rugarama
EASTERN PROVINCE,Rwamagana,Muyumbu,Bujyujyu,Rebero
EASTERN PROVINCE,Rwamagana,Muyumbu,Bujyujyu,Rubaza
EASTERN PROVINCE,Rwamagana,Muyumbu,Murehe,Miyove
EASTERN PROVINCE,Rwamagana,Muyumbu,Ntebe,Kabagabo
EASTERN PROVINCE,Rwamagana,Muyumbu,Ntebe,Samuramba
EASTERN PROVINCE,Rwamagana,Muyumbu,Nyarukombe,Gatuza
EASTERN PROVINCE,Rwamagana,Muyumbu,Nyarukombe,Gitaraga
EASTERN PROVINCE,Rwamagana,Muyumbu,Nyarukombe,Gituza
EASTERN PROVINCE,Rwamagana,Muyumbu,Nyarukombe,Marembo
EASTERN PROVINCE,Rwamagana,Muyumbu,Nyarukombe,Mugogo
EASTERN PROVINCE,Rwamagana,Muyumbu,Nyarukombe,Mumena
EASTERN PROVINCE,Rwamagana,Muyumbu,Nyarukombe,Rubona
EASTERN PROVINCE,Rwamagana,Mwulire,Bicumbi,Manene
EASTERN PROVINCE,Rwamagana,Mwulire,Bicumbi,Rwimbogo
EASTERN PROVINCE,Rwamagana,Mwulire,Bushenyi,Byange
EASTERN PROVINCE,Rwamagana,Mwulire,Bushenyi,Kabahima
EASTERN PROVINCE,Rwamagana,Mwulire,Bushenyi,Rubiha
EASTERN PROVINCE,Rwamagana,Mwulire,Mwulire,Cyome
EASTERN PROVINCE,Rwamagana,Mwulire,Mwulire,Gisanza
EASTERN PROVINCE,Rwamagana,Mwulire,Mwulire,I
EASTERN PROVINCE,Rwamagana,Mwulire,Ntunga,Kadasumbwa
EASTERN PROVINCE,Rwamagana,Nyakaliro,Bihembe,Butare
EASTERN PROVINCE,Rwamagana,Nyakaliro,Bihembe,Rusheshe
EASTERN PROVINCE,Rwamagana,Nyakaliro,Gatare,Gatare
EASTERN PROVINCE,Rwamagana,Nyakaliro,Gatare,Karogo
EASTERN PROVINCE,Rwamagana,Nyakaliro,Gishore,Gishore
EASTERN PROVINCE,Rwamagana,Nyakaliro,Gishore,Kagarama
EASTERN PROVINCE,Rwamagana,Nyakaliro,Gishore,Matyazo
EASTERN PROVINCE,Rwamagana,Nyakaliro,Gishore,Rugende
EASTERN PROVINCE,Rwamagana,Nyakaliro,Gishore,Rususa
EASTERN PROVINCE,Rwamagana,Nyakaliro,Munini,Nyarurembo
EASTERN PROVINCE,Rwamagana,Nyakaliro,Munini,Nyarutovu
EASTERN PROVINCE,Rwamagana,Nyakaliro,Munini,Nyiramitemeri
EASTERN PROVINCE,Rwamagana,Nyakaliro,Rwimbogo,Kimicanga
EASTERN PROVINCE,Rwamagana,Nyakaliro,Rwimbogo,Rwimbogo
EASTERN PROVINCE,Rwamagana,Nzige,Akanzu,Akanzige
EASTERN PROVINCE,Rwamagana,Nzige,Akanzu,Cyerwa
EASTERN PROVINCE,Rwamagana,Nzige,Akanzu,Gitanu
EASTERN PROVINCE,Rwamagana,Nzige,Murama,Nyarusange
EASTERN PROVINCE,Rwamagana,Rubona,Byinza,Bidudu
EASTERN PROVINCE,Rwamagana,Rubona,Byinza,Gitwa
EASTERN PROVINCE,Rwamagana,Rubona,Byinza,I
EASTERN PROVINCE,Rwamagana,Rubona,Byinza,Ii
EASTERN PROVINCE,Rwamagana,Rubona,Byinza,Mumahoro
EASTERN PROVINCE,Rwamagana,Rubona,Byinza,Munini
EASTERN PROVINCE,Rwamagana,Rubona,Byinza,Umumeyu
EASTERN PROVINCE,Rwamagana,Rubona,Byinza,Uwadesa
EASTERN PROVINCE,Rwamagana,Rubona,Kabatasi,Agasharu
EASTERN PROVINCE,Rwamagana,Rubona,Kabatasi,Gitaraga
EASTERN PROVINCE,Rwamagana,Rubona,Kabatasi,Kabuye
EASTERN PROVINCE,Rwamagana,Rubona,Kabatasi,Kibabara
EASTERN PROVINCE,Rwamagana,Rubona,Kabatasi,Kiboha
EASTERN PROVINCE,Rwamagana,Rubona,Kabatasi,Midahandwa
EASTERN PROVINCE,Rwamagana,Rubona,Kabatasi,Mitari
EASTERN PROVINCE,Rwamagana,Rubona,Kabatasi,Umurehe
EASTERN PROVINCE,Rwamagana,Rubona,Kabuye,Agatare
EASTERN PROVINCE,Rwamagana,Rubona,Kabuye,Cyamuyango
EASTERN PROVINCE,Rwamagana,Rubona,Kabuye,Rubumba
EASTERN PROVINCE,Rwamagana,Rubona,Kabuye,Rutare
EASTERN PROVINCE,Rwamagana,Rubona,Karambi,Bigaga
EASTERN PROVINCE,Rwamagana,Rubona,Karambi,Karambi
EASTERN PROVINCE,Rwamagana,Rubona,Mabare,Bitare
EASTERN PROVINCE,Rwamagana,Rubona,Mabare,Gasharu
EASTERN PROVINCE,Rwamagana,Rubona,Mabare,Nyamabuye
EASTERN PROVINCE,Rwamagana,Rubona,Mabare,Rubirizi
EASTERN PROVINCE,Rwamagana,Rubona,Mabare,Rusanza
EASTERN PROVINCE,Rwamagana,Rubona,Mabare,Umubuga
EASTERN PROVINCE,Rwamagana,Rubona,Mabare,Urugwiro
EASTERN PROVINCE,Rwamagana,Rubona,Nawe,Cyiri
EASTERN PROVINCE,Rwamagana,Rubona,Nawe,Rudashya
EASTERN PROVINCE,Nyagatare,GATUNDA,Cyagaju,Hanganyundo
EASTERN PROVINCE,Nyagatare,GATUNDA,Cyagaju,Iramiro
EASTERN PROVINCE,Nyagatare,GATUNDA,Cyagaju,Isangano
EASTERN PROVINCE,Nyagatare,GATUNDA,Cyagaju,Kabeza
EASTERN PROVINCE,Nyagatare,GATUNDA,Cyagaju,Kibisabo
EASTERN PROVINCE,Nyagatare,GATUNDA,Kabeza,Huriro
EASTERN PROVINCE,Nyagatare,GATUNDA,Kabeza,Kabeza
EASTERN PROVINCE,Nyagatare,GATUNDA,Kabeza,Muvumba
EASTERN PROVINCE,Nyagatare,GATUNDA,Kabeza,Muyenzi
EASTERN PROVINCE,Nyagatare,GATUNDA,Kabeza,Nyamirambo
EASTERN PROVINCE,Nyagatare,GATUNDA,Kabeza,Rebero
EASTERN PROVINCE,Nyagatare,GATUNDA,Nyamikamba,Byimana
EASTERN PROVINCE,Nyagatare,GATUNDA,Nyamikamba,Kaburimbo
EASTERN PROVINCE,Nyagatare,GATUNDA,Nyamikamba,Kibuye
EASTERN PROVINCE,Nyagatare,GATUNDA,Nyamikamba,Rwebare
EASTERN PROVINCE,Nyagatare,GATUNDA,Nyamikamba,Ryabuvara
EASTERN PROVINCE,Nyagatare,GATUNDA,Nyamikamba,Ryarukabura
EASTERN PROVINCE,Nyagatare,GATUNDA,Nyamirembe,Kajevuba
EASTERN PROVINCE,Nyagatare,GATUNDA,Nyamirembe,Kirindimure
EASTERN PROVINCE,Nyagatare,GATUNDA,Nyamirembe,Mabare
EASTERN PROVINCE,Nyagatare,GATUNDA,Nyangara,Muhambo
EASTERN PROVINCE,Nyagatare,GATUNDA,Nyangara,Mutumba
EASTERN PROVINCE,Nyagatare,GATUNDA,Nyangara,Rwimbogo
EASTERN PROVINCE,Nyagatare,GATUNDA,Nyarurema,Bubare
EASTERN PROVINCE,Nyagatare,GATUNDA,Nyarurema,Buguma
EASTERN PROVINCE,Nyagatare,GATUNDA,Nyarurema,Kabeza
EASTERN PROVINCE,Nyagatare,GATUNDA,Nyarurema,Nyarurema
EASTERN PROVINCE,Nyagatare,GATUNDA,Nyarurema,Shabana
EASTERN PROVINCE,Nyagatare,GATUNDA,Rwensheke,Kamate
EASTERN PROVINCE,Nyagatare,GATUNDA,Rwensheke,Nyiraburunga
EASTERN PROVINCE,Nyagatare,GATUNDA,Rwensheke,Rwensheke
EASTERN PROVINCE,Nyagatare,KARAMA,Bushara,Ihuriro
EASTERN PROVINCE,Nyagatare,KARAMA,Bushara,Meshero
EASTERN PROVINCE,Nyagatare,KARAMA,Cyenkwanzi,Cyenkwanzi
EASTERN PROVINCE,Nyagatare,KARAMA,Cyenkwanzi,Rurembo
EASTERN PROVINCE,Nyagatare,KARAMA,Gikagati,Gikagati
EASTERN PROVINCE,Nyagatare,KARAMA,Gikagati,Gishenyi
EASTERN PROVINCE,Nyagatare,KARAMA,Gikagati,Nyakibande
EASTERN PROVINCE,Nyagatare,KARAMA,Kabuga,Gakukuru
EASTERN PROVINCE,Nyagatare,KARAMA,Kabuga,Kabeza
EASTERN PROVINCE,Nyagatare,KARAMA,Kabuga,Nyakibande
EASTERN PROVINCE,Nyagatare,KARAMA,Kabuga,Rukamba
EASTERN PROVINCE,Nyagatare,KARAMA,Ndego,Gakirage
EASTERN PROVINCE,Nyagatare,KARAMA,Ndego,Matereza
EASTERN PROVINCE,Nyagatare,KARAMA,Ndego,Mutete
EASTERN PROVINCE,Nyagatare,KARAMA,Ndego,Rusoroza
EASTERN PROVINCE,Nyagatare,KARAMA,Ndego,Rutoma
EASTERN PROVINCE,Nyagatare,KARAMA,Nyakiga,Humure
EASTERN PROVINCE,Nyagatare,KARAMA,Nyakiga,Kabeza
EASTERN PROVINCE,Nyagatare,KARAMA,Nyakiga,Karama
EASTERN PROVINCE,Nyagatare,KARAMA,Nyakiga,Kavumu
EASTERN PROVINCE,Nyagatare,KARAMA,Nyakiga,Kentarama
EASTERN PROVINCE,Nyagatare,KARANGAZNIyamirama,Kayange,I
EASTERN PROVINCE,Nyagatare,KARANGAZNIyamirama,Kayange,Ii
EASTERN PROVINCE,Nyagatare,KARANGAZNIyamirama,Nkoma,I
EASTERN PROVINCE,Nyagatare,KARANGAZNIyamirama,Nkoma,Ii
EASTERN PROVINCE,Nyagatare,KARANGAZNIyamirama,Nyamirama,I
EASTERN PROVINCE,Nyagatare,KARANGAZNIyamirama,Nyamirama,Ii
EASTERN PROVINCE,Nyagatare,KATABAGEKMaUduha,Kaduha,I
EASTERN PROVINCE,Nyagatare,KATABAGEKMaUduha,Kaduha,Ii
EASTERN PROVINCE,Nyagatare,KATABAGENMyUakigando,Nyakigando,I
EASTERN PROVINCE,Nyagatare,KATABAGENMyUakigando,Nyakigando,Ii
EASTERN PROVINCE,Nyagatare,KIYOMBE,Gataba,Cyemiyaga
EASTERN PROVINCE,Nyagatare,KIYOMBE,Gataba,Gahama
EASTERN PROVINCE,Nyagatare,KIYOMBE,Gataba,Kwiperu
EASTERN PROVINCE,Nyagatare,KIYOMBE,Gataba,Nyamiyaga
EASTERN PROVINCE,Nyagatare,KIYOMBE,Gataba,Ruhuha
EASTERN PROVINCE,Nyagatare,KIYOMBE,Gataba,Rwabashanja
EASTERN PROVINCE,Nyagatare,KIYOMBE,Gitenga,Izinga
EASTERN PROVINCE,Nyagatare,KIYOMBE,Gitenga,Muhambo
EASTERN PROVINCE,Nyagatare,KIYOMBE,Gitenga,Nyabubare
EASTERN PROVINCE,Nyagatare,KIYOMBE,Kabungo,Bitare
EASTERN PROVINCE,Nyagatare,KIYOMBE,Kabungo,Cyondo
EASTERN PROVINCE,Nyagatare,KIYOMBE,Kabungo,Kindege
EASTERN PROVINCE,Nyagatare,KIYOMBE,Kabungo,Mataba
EASTERN PROVINCE,Nyagatare,KIYOMBE,Kabungo,Rwamiko
EASTERN PROVINCE,Nyagatare,KIYOMBE,Karambo,Bureka
EASTERN PROVINCE,Nyagatare,KIYOMBE,Karambo,Butehe
